   0.00000000      |    0.00000000    
   9.99999975E-05  |    7.02416219E-05
   1.99999995E-04  |    1.40483215E-04
   3.00000014E-04  |    2.10724771E-04
   3.99999990E-04  |    2.80966138E-04
   5.00000024E-04  |    3.51207447E-04
   6.00000028E-04  |    4.21448523E-04
   6.99999975E-04  |    4.91689367E-04
   7.99999980E-04  |    5.61930006E-04
   8.99999985E-04  |    6.32170355E-04
   1.00000005E-03  |    7.02410354E-04
   1.09999999E-03  |    7.72650004E-04
   1.20000006E-03  |    8.42889480E-04
   1.30000000E-03  |    9.13128199E-04
   1.39999995E-03  |    9.83366510E-04
   1.50000001E-03  |    1.05360430E-03
   1.59999996E-03  |    1.12384162E-03
   1.70000002E-03  |    1.19407859E-03
   1.79999997E-03  |    1.26431452E-03
   1.90000003E-03  |    1.33455021E-03
   2.00000009E-03  |    1.40478485E-03
   2.09999993E-03  |    1.47501903E-03
   2.19999999E-03  |    1.54525239E-03
   2.30000005E-03  |    1.61548494E-03
   2.40000011E-03  |    1.68571691E-03
   2.49999994E-03  |    1.75594760E-03
   2.60000001E-03  |    1.82617758E-03
   2.70000007E-03  |    1.89640676E-03
   2.79999990E-03  |    1.96663500E-03
   2.89999996E-03  |    2.03686184E-03
   3.00000003E-03  |    2.10708799E-03
   3.10000009E-03  |    2.17731274E-03
   3.19999992E-03  |    2.24753679E-03
   3.29999998E-03  |    2.31775944E-03
   3.40000005E-03  |    2.38798093E-03
   3.50000011E-03  |    2.45820126E-03
   3.59999994E-03  |    2.52842042E-03
   3.70000000E-03  |    2.59863818E-03
   3.80000006E-03  |    2.66885455E-03
   3.89999989E-03  |    2.73906975E-03
   4.00000019E-03  |    2.80928356E-03
   4.10000002E-03  |    2.87949550E-03
   4.19999985E-03  |    2.94970628E-03
   4.30000015E-03  |    3.01991543E-03
   4.39999998E-03  |    3.09012341E-03
   4.49999981E-03  |    3.16032954E-03
   4.60000010E-03  |    3.23053403E-03
   4.69999993E-03  |    3.30073712E-03
   4.80000023E-03  |    3.37093836E-03
   4.90000006E-03  |    3.44113796E-03
   4.99999989E-03  |    3.51133570E-03
   5.10000018E-03  |    3.58153158E-03
   5.20000001E-03  |    3.65172606E-03
   5.29999984E-03  |    3.72191798E-03
   5.40000014E-03  |    3.79210850E-03
   5.49999997E-03  |    3.86229693E-03
   5.59999980E-03  |    3.93248349E-03
   5.70000010E-03  |    4.00266796E-03
   5.79999993E-03  |    4.07285057E-03
   5.90000022E-03  |    4.14303131E-03
   6.00000005E-03  |    4.21320926E-03
   6.09999988E-03  |    4.28338442E-03
   6.20000018E-03  |    4.35355864E-03
   6.30000001E-03  |    4.42373008E-03
   6.39999984E-03  |    4.49390011E-03
   6.50000013E-03  |    4.56406688E-03
   6.59999996E-03  |    4.63423179E-03
   6.69999979E-03  |    4.70439391E-03
   6.80000009E-03  |    4.77455463E-03
   6.89999992E-03  |    4.84471163E-03
   7.00000022E-03  |    4.91486723E-03
   7.10000005E-03  |    4.98502003E-03
   7.19999988E-03  |    5.05517004E-03
   7.30000017E-03  |    5.12531772E-03
   7.40000000E-03  |    5.19546214E-03
   7.49999983E-03  |    5.26560424E-03
   7.60000013E-03  |    5.33574400E-03
   7.69999996E-03  |    5.40588098E-03
   7.79999979E-03  |    5.47601469E-03
   7.89999962E-03  |    5.54614654E-03
   8.00000038E-03  |    5.61627559E-03
   8.10000021E-03  |    5.68640139E-03
   8.20000004E-03  |    5.75652346E-03
   8.29999987E-03  |    5.82664274E-03
   8.39999970E-03  |    5.89675922E-03
   8.50000046E-03  |    5.96687384E-03
   8.60000029E-03  |    6.03698473E-03
   8.70000012E-03  |    6.10709284E-03
   8.79999995E-03  |    6.17719674E-03
   8.89999978E-03  |    6.24729786E-03
   8.99999961E-03  |    6.31739665E-03
   9.10000037E-03  |    6.38749171E-03
   9.20000020E-03  |    6.45758351E-03
   9.30000003E-03  |    6.52767206E-03
   9.39999986E-03  |    6.59775687E-03
   9.49999969E-03  |    6.66783890E-03
   9.60000046E-03  |    6.73791766E-03
   9.70000029E-03  |    6.80799223E-03
   9.80000012E-03  |    6.87806308E-03
   9.89999995E-03  |    6.94813160E-03
   9.99999978E-03  |    7.01819593E-03
   1.00999996E-02  |    7.08825653E-03
   1.02000004E-02  |    7.15831388E-03
   1.03000002E-02  |    7.22836843E-03
   1.04000000E-02  |    7.29841692E-03
   1.04999999E-02  |    7.36846356E-03
   1.05999997E-02  |    7.43850600E-03
   1.07000005E-02  |    7.50854518E-03
   1.08000003E-02  |    7.57857971E-03
   1.09000001E-02  |    7.64861051E-03
   1.09999999E-02  |    7.71863805E-03
   1.10999998E-02  |    7.78866140E-03
   1.11999996E-02  |    7.85867963E-03
   1.13000004E-02  |    7.92869646E-03
   1.14000002E-02  |    7.99870677E-03
   1.15000000E-02  |    8.06871336E-03
   1.15999999E-02  |    8.13871715E-03
   1.16999997E-02  |    8.20871536E-03
   1.18000004E-02  |    8.27870984E-03
   1.19000003E-02  |    8.34870059E-03
   1.20000001E-02  |    8.41868762E-03
   1.20999999E-02  |    8.48866813E-03
   1.21999998E-02  |    8.55864584E-03
   1.22999996E-02  |    8.62861983E-03
   1.24000004E-02  |    8.69858917E-03
   1.25000002E-02  |    8.76855198E-03
   1.26000000E-02  |    8.83851107E-03
   1.26999998E-02  |    8.90846830E-03
   1.27999997E-02  |    8.97841807E-03
   1.29000004E-02  |    9.04836599E-03
   1.30000003E-02  |    9.11830645E-03
   1.31000001E-02  |    9.18824412E-03
   1.31999999E-02  |    9.25817620E-03
   1.32999998E-02  |    9.32810269E-03
   1.33999996E-02  |    9.39802639E-03
   1.35000004E-02  |    9.46794543E-03
   1.36000002E-02  |    9.53785703E-03
   1.37000000E-02  |    9.60776675E-03
   1.37999998E-02  |    9.67766996E-03
   1.38999997E-02  |    9.74756759E-03
   1.40000004E-02  |    9.81746335E-03
   1.41000003E-02  |    9.88735072E-03
   1.42000001E-02  |    9.95723531E-03
   1.42999999E-02  |    1.00271134E-02
   1.43999998E-02  |    1.00969868E-02
   1.44999996E-02  |    1.01668537E-02
   1.46000003E-02  |    1.02367168E-02
   1.47000002E-02  |    1.03065753E-02
   1.48000000E-02  |    1.03764273E-02
   1.48999998E-02  |    1.04462747E-02
   1.49999997E-02  |    1.05161173E-02
   1.51000004E-02  |    1.05859553E-02
   1.52000003E-02  |    1.06557850E-02
   1.53000001E-02  |    1.07256118E-02
   1.53999999E-02  |    1.07954321E-02
   1.54999997E-02  |    1.08652459E-02
   1.55999996E-02  |    1.09350560E-02
   1.56999994E-02  |    1.10048587E-02
   1.57999992E-02  |    1.10746576E-02
   1.59000009E-02  |    1.11444518E-02
   1.60000008E-02  |    1.12142377E-02
   1.61000006E-02  |    1.12840189E-02
   1.62000004E-02  |    1.13537945E-02
   1.63000003E-02  |    1.14235636E-02
   1.64000001E-02  |    1.14933280E-02
   1.64999999E-02  |    1.15630869E-02
   1.65999997E-02  |    1.16328364E-02
   1.66999996E-02  |    1.17025841E-02
   1.67999994E-02  |    1.17723234E-02
   1.68999992E-02  |    1.18420590E-02
   1.70000009E-02  |    1.19117871E-02
   1.71000008E-02  |    1.19815096E-02
   1.72000006E-02  |    1.20512266E-02
   1.73000004E-02  |    1.21209351E-02
   1.74000002E-02  |    1.21906409E-02
   1.75000001E-02  |    1.22603364E-02
   1.75999999E-02  |    1.23300282E-02
   1.76999997E-02  |    1.23997135E-02
   1.77999996E-02  |    1.24693932E-02
   1.78999994E-02  |    1.25390626E-02
   1.79999992E-02  |    1.26087312E-02
   1.81000009E-02  |    1.26783904E-02
   1.82000007E-02  |    1.27480440E-02
   1.83000006E-02  |    1.28176920E-02
   1.84000004E-02  |    1.28873307E-02
   1.85000002E-02  |    1.29569648E-02
   1.86000001E-02  |    1.30265914E-02
   1.86999999E-02  |    1.30962096E-02
