   6.00000000       5.53984717E-02
   6.00001001       5.50878905E-02
   6.00002003       5.47591783E-02
   6.00003004       5.44126891E-02
   6.00004005       5.40481731E-02
   6.00005007       5.36658801E-02
   6.00006008       5.32658249E-02
   6.00007010       5.28481640E-02
   6.00008011       5.24130538E-02
   6.00009012       5.19602187E-02
   6.00010014       5.14902696E-02
   6.00011015       5.10029122E-02
   6.00012016       5.04983328E-02
   6.00013018       4.99768630E-02
   6.00014019       4.94386442E-02
   6.00015020       4.88835387E-02
   6.00016022       4.83121052E-02
   6.00017023       4.77241799E-02
   6.00017977       4.71490771E-02
   6.00018978       4.65297811E-02
   6.00019979       4.58945073E-02
   6.00020981       4.52437922E-02
   6.00021982       4.45779040E-02
   6.00022984       4.38967757E-02
   6.00023985       4.32007648E-02
   6.00024986       4.24905121E-02
   6.00025988       4.17658463E-02
   6.00026989       4.10273485E-02
   6.00027990       4.02753316E-02
   6.00028992       3.95101532E-02
   6.00029993       3.87320891E-02
   6.00030994       3.79416794E-02
   6.00031996       3.71394232E-02
   6.00032997       3.63255441E-02
   6.00033998       3.55005562E-02
   6.00035000       3.46652791E-02
   6.00036001       3.38198654E-02
   6.00037003       3.29650193E-02
   6.00038004       3.21013704E-02
   6.00039005       3.12295575E-02
   6.00040007       3.03499419E-02
   6.00041008       2.94638276E-02
   6.00042009       2.85713580E-02
   6.00043011       2.76735201E-02
   6.00044012       2.67709438E-02
   6.00045013       2.58647203E-02
   6.00046015       2.49554738E-02
   6.00047016       2.40441337E-02
   6.00048018       2.31319219E-02
   6.00049019       2.22192146E-02
   6.00050020       2.13075690E-02
   6.00051022       2.03980654E-02
   6.00052023       1.94913372E-02
   6.00052977       1.86318085E-02
   6.00053978       1.77344941E-02
   6.00054979       1.68435425E-02
   6.00055981       1.59603953E-02
   6.00056982       1.50863044E-02
   6.00057983       1.42225660E-02
   6.00058985       1.33705661E-02
   6.00059986       1.25315301E-02
   6.00060987       1.17070116E-02
   6.00061989       1.08983628E-02
   6.00062990       1.01071820E-02
   6.00063992       9.33488458E-03
   6.00064993       8.58275220E-03
   6.00065994       7.85261393E-03
   6.00066996       7.14556873E-03
   6.00067997       6.46349788E-03
   6.00068998       5.80745563E-03
   6.00070000       5.17943501E-03
   6.00071001       4.58052754E-03
   6.00072002       4.01202589E-03
   6.00073004       3.47565114E-03
   6.00074005       2.97231227E-03
   6.00075006       2.50331312E-03
   6.00076008       2.07028911E-03
   6.00077009       1.67396665E-03
   6.00078011       1.31548569E-03
   6.00079012       9.95792449E-04
   6.00080013       7.15713948E-04
   6.00081015       4.75879759E-04
   6.00082016       2.77101994E-04
   6.00083017       1.19891018E-04
   6.00084019       4.63798642E-06
   6.00085020      -6.85006380E-05
   6.00086021      -9.91113484E-05
   6.00087023      -8.73431563E-05
   6.00087976      -3.67015600E-05
   6.00088978       5.76190650E-05
   6.00089979       1.93793327E-04
   6.00090981       3.71456146E-04
   6.00091982       5.89814037E-04
   6.00092983       8.48554075E-04
   6.00093985       1.14667788E-03
   6.00094986       1.48345158E-03
   6.00095987       1.85776874E-03
   6.00096989       2.26869434E-03
   6.00097990       2.71515176E-03
   6.00098991       3.19578499E-03
   6.00099993       3.70946527E-03
   6.00100994       4.25488129E-03
   6.00101995       4.83078510E-03
   6.00102997       5.43567911E-03
   6.00103998       6.06818870E-03
   6.00105000       6.72690570E-03
   6.00106001       7.41037726E-03
   6.00107002       8.11710954E-03
   6.00108004       8.84569436E-03
   6.00109005       9.59473476E-03
   6.00110006       1.03627481E-02
   6.00111008       1.11482143E-02
   6.00112009       1.19497292E-02
   6.00113010       1.27661563E-02
   6.00114012       1.35958903E-02
   6.00115013       1.44377500E-02
   6.00116014       1.52903944E-02
   6.00117016       1.61522664E-02
   6.00118017       1.70225017E-02
   6.00119019       1.78997703E-02
   6.00120020       1.87827758E-02
   6.00121021       1.96708813E-02
   6.00122023       2.05622166E-02
   6.00122976       2.14137286E-02
   6.00123978       2.23093778E-02
   6.00124979       2.32057124E-02
   6.00125980       2.41015833E-02
   6.00126982       2.50054132E-02
   6.00127983       2.58983877E-02
   6.00128984       2.67885029E-02
   6.00129986       2.76749264E-02
   6.00130987       2.85568461E-02
   6.00131989       2.94337273E-02
   6.00132990       3.03045176E-02
   6.00133991       3.11685689E-02
   6.00134993       3.20257358E-02
   6.00135994       3.28749567E-02
   6.00136995       3.37157100E-02
   6.00137997       3.45475972E-02
   6.00138998       3.53699401E-02
   6.00139999       3.61822769E-02
   6.00141001       3.69842276E-02
   6.00142002       3.77752446E-02
   6.00143003       3.85549888E-02
   6.00144005       3.93230580E-02
   6.00145006       4.00788561E-02
   6.00146008       4.08222564E-02
   6.00147009       4.15526703E-02
   6.00148010       4.22701612E-02
   6.00149012       4.29738835E-02
   6.00150013       4.36640419E-02
   6.00151014       4.43400517E-02
